logs/API_methods.log 2025-03-05 03:10:50,891 INFO ФУНКЦИЯ GET_ALL_VIDEOS!!!
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео Roman Bulakhov - More than me
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео Словетский - Оттепель
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео "Баста. Большой концерт в Олимпийском. 23.04.2015." Часть 2
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео Баста - Нас не нужно жалеть
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео Баста / Смоки Мо - Музыка Мафия
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео БАСТА: Концерт в Києві, 25.04.2015
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Проблема с комментариями к видео Баста - В преддверии большого концерта
logs/API_methods.log 2025-03-05 03:26:10,729 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:11,238 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:11,349 INFO Проблема с комментариями к видео Женя Мильковский (ex. Нервы) - Скоро Альбом
logs/API_methods.log 2025-03-05 03:26:11,349 INFO Проблема с комментариями к видео Раз и навсегда. AXE BLACK x БАСТА. Музыка без лишних слов
logs/API_methods.log 2025-03-05 03:26:11,349 INFO Проблема с комментариями к видео Ноггано - Собака съела товар
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Женя Мильковский (ex. Нервы) - Я вижу только свет (Live @ Gazgolder)
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Баста - Скрипка Страдивари
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Женя Мильковский (ex. Нервы) - ЗТНБ
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Без лишних слов
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Скриптонит - Стиль
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео Женя Мильковский (ex. Нервы) - Здесь ты не была (Тизер)
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Проблема с комментариями к видео AXE BLACK x БАСТА. Музыка. Без лишних слов. Тизер
logs/API_methods.log 2025-03-05 03:26:11,350 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:11,860 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:11,998 INFO Проблема с комментариями к видео Баста ft. Тати - Хочу к Тебе
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Баста - Дискуссионный клуб в ДК "Лофт"
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Большой концерт Басты на A-One! (22 и 23 февраля)
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Олег Груз - Убитые Бытом (OST: #ГазгольдерФильм)
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео ELLE факты: Баста
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Триагрутрика - Человек Дождя
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео #ГазгольдерФильм
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Триагрутрика - Человек Дождя (Тизер)
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Баста / Смоки Мо - Старая Школа
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Проблема с комментариями к видео Триагрутрика - Предновогоднее Интервью
logs/API_methods.log 2025-03-05 03:26:11,999 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:12,509 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:12,622 INFO Проблема с комментариями к видео Баста / Смоки Мо - Старая Школа
logs/API_methods.log 2025-03-05 03:26:12,622 INFO Проблема с комментариями к видео Баста - Приглашение на концерты в Америке
logs/API_methods.log 2025-03-05 03:26:12,622 INFO Проблема с комментариями к видео Баста - Приглашение на концерты в Америке
logs/API_methods.log 2025-03-05 03:26:12,622 INFO Проблема с комментариями к видео Баста - Приглашение в #ГазгольдерТур (Ярославль / Минск)
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео Анонс концерта Басты в Челябинске / ЕКБ
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео АК-47 - Приглашение в #ГазгольдерТур (Ярославль / Минск)
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео Баста - Евпатория [GQ: Человек года 2014] (Live / СТС)
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео Баста - Приглашение в Ледовый Дворец (СПб / 17.10)
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео АК-47 - Приглашение в Зеленый Театр 2014
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Проблема с комментариями к видео Баста - Видеоприглашение в г. Бишкек
logs/API_methods.log 2025-03-05 03:26:12,623 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:13,124 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:13,241 INFO Проблема с комментариями к видео Баста - Видеоприглашение в г. Ейск
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Интервью с гр. Триагрутрика
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Видеообращение Василия Вакуленко
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Василий Вакуленко - #ЯвМайами
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Смоки Мо - Встретимся в Минске
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Словетский - Видеоприглашение в Нижний Новгород (03.11 / MILO Concert Hall)
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Словетский - Видеоприглашение в Москву (02.11 / Известия Hall)
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Вопрос от Василия Вакуленко!
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео Смоки Мо видеоприглашение Москва / СПб!
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Проблема с комментариями к видео ТГК - Прогулка -  Фестиваль "Баста +" (2013)
logs/API_methods.log 2025-03-05 03:26:13,242 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:13,750 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:13,864 INFO Проблема с комментариями к видео QП ft. Тати - #GazgolderLive - Сочи
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Словетский - #GazgolderLive - Сочи
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Смоки Мо - #GazgolderLive - Сочи
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео АК-47 -  #GazgolderLive - Сочи
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео СМИ: Репортаж телеканала MusicBox - Баста+
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Баста+ Зеленый Театр
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Изменения в датах концертов Басты - Сочи (Malibu) / Москва (ICON)
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео АК-47 приглашение в г. Николаев
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Gazgolder поздравляет с 8 Марта!
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Проблема с комментариями к видео Участвуй в новом клипе Басты!
logs/API_methods.log 2025-03-05 03:26:13,865 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:14,375 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:14,497 INFO Проблема с комментариями к видео Триагрутрика в клубе "Арма" | 01.12.12
logs/API_methods.log 2025-03-05 03:26:14,497 INFO Проблема с комментариями к видео Приглашение на концерт Ноггано в Архангельск
logs/API_methods.log 2025-03-05 03:26:14,497 INFO Проблема с комментариями к видео Словетский в клубе "ZOO" | 15.11.12
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Приглашение на концерт Ноггано в Москве
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Смоки Мо в Клубе "ZOO" | 01.11.12
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Василий Вакуленко в родной Школе №32
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Приглашение на концерт Басты в Краснодар
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Василий Вакуленко в родной Школе №32 (trailer)
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Баста - Подтверждение концерта в г. Волгоград | 09.11.12
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Проблема с комментариями к видео Словетский - В Клубе ZOO
logs/API_methods.log 2025-03-05 03:26:14,498 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:15,008 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Смоки Мо - В клубе ZOO
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Песочные Люди ft. Баста - Весь Этот Мир (BackStage)
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Приглашение на концерт Ноггано в г. Тель - Авив
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Баста - Эфир на радио "Шансон"
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Gazgolder Ищет Таланты
logs/API_methods.log 2025-03-05 03:26:15,124 INFO Проблема с комментариями к видео Ноггано - Начальник (Live)
logs/API_methods.log 2025-03-05 03:26:15,125 INFO Проблема с комментариями к видео Поздравление от артистов GazGolder 300 000 участник
logs/API_methods.log 2025-03-05 03:26:15,125 INFO Проблема с комментариями к видео Чай с Цукербергом
logs/API_methods.log 2025-03-05 03:26:15,125 INFO Проблема с комментариями к видео #ТактикаЗвука - Седьмой Выпуск
logs/API_methods.log 2025-03-05 03:26:15,125 INFO Проблема с комментариями к видео ОЛЕГ ГРУЗ - 8 МАРТА
logs/API_methods.log 2025-03-05 03:26:15,125 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:15,627 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:15,742 INFO Проблема с комментариями к видео Смоки Мо - Приглашение на концерт в Нижнем Новгороде
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео АК-47 приглашение в г. Глазов!
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Триагрутрика - Видеоприглашение - Arma Music Hall, 1.12.2012
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Триагрутрика - Видеоприглашение - Ноябрь (2012)
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Большое интервью с Бастой в Челябинске (Geometria.ru)
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Тати: Подготовка к сольному концерту в Москве (Часть 2)
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Тати: Подготовка к сольному концерту в Москве (Часть1)
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Тизер к большому интервью с Бастой в Челябинске
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Вторник
logs/API_methods.log 2025-03-05 03:26:15,743 INFO Проблема с комментариями к видео Чай с Цукербергом
logs/API_methods.log 2025-03-05 03:26:15,744 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:16,245 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:16,366 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Время и Пыль
logs/API_methods.log 2025-03-05 03:26:16,366 INFO Проблема с комментариями к видео ТАТИ - КОЛЕСО LIVE GAZGOLDER ТУР
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Город, Где Летает Дым
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео Жигули Кино: концерт "Gazgolder" в Краснодаре
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Кто Вы Такой (Скит)
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео #ТактикаЗвука - Седьмой Выпуск
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Мистер Винтаж
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео Смоки Мо. Участник Hip-Hop All Stars 2013.
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео 2 Баста - Моя Игра (ft. Гуф)
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Проблема с комментариями к видео 3 Баста - Ходим по краю ft. Гуф
logs/API_methods.log 2025-03-05 03:26:16,367 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:16,871 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео Триагрутрика. Участник Hip-Hop All Stars 2013.
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео 2 Баста - Дай Мне
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Проклятье Дворецкого. Часть 2
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео 3 Баста - Урбан
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео Смоки Мо - Приглашение на концерт в Таллине
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео 2 Баста - Сон (ft. Леся Верба)
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Останься
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео 3 Баста - Театр
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео ОЛЕГ ГРУЗ - 8 МАРТА
logs/API_methods.log 2025-03-05 03:26:16,996 INFO Проблема с комментариями к видео Баста - 2 Баста - Внутренний Боец
logs/API_methods.log 2025-03-05 03:26:16,997 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:17,506 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Смоки Мо - Время Тигра Смоки Мо - Покорный Тон
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Баста - 3 Баста - Солнца не видно ft. Бумбокс
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Смоки Мо - Приглашение на концерт в Архангельске
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Смоки Мо - Время Тигра Смоки Мо - Мой Путь
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Баста - 3 Баста - Свобода ft. Искра
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Баста - 2 Баста - Скит
logs/API_methods.log 2025-03-05 03:26:17,623 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Глубокое Погружение
logs/API_methods.log 2025-03-05 03:26:17,624 INFO Проблема с комментариями к видео АК-47 приглашение в г. Глазов!
logs/API_methods.log 2025-03-05 03:26:17,624 INFO Проблема с комментариями к видео 2 Баста - Чувства
logs/API_methods.log 2025-03-05 03:26:17,624 INFO Проблема с комментариями к видео 3 Баста - Олимпиада 80
logs/API_methods.log 2025-03-05 03:26:17,624 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:18,134 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео Новости | Интервью | Пресса Олег Груз - Артишок
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео 2 Баста - Скит
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео Смоки Мо - Время Тигра Смоки Мо - Подруга Рок-Звезды
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео 3 Баста - Один ft. Смоки Мо
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео Триагрутрика - Видеоприглашение - Arma Music Hall, 1.12.2012
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео Баста - 2 Баста - Война
logs/API_methods.log 2025-03-05 03:26:18,246 INFO Проблема с комментариями к видео Смоки Мо - Время Тигра Смоки Мо - Красная Стрела (ft. Гуф)
logs/API_methods.log 2025-03-05 03:26:18,247 INFO Проблема с комментариями к видео Баста - 3 Баста - Обернись ft. Город 312
logs/API_methods.log 2025-03-05 03:26:18,247 INFO Проблема с комментариями к видео Новости | Интервью | Пресса Триагрутрика - Видеоприглашение - Ноябрь (2012)
logs/API_methods.log 2025-03-05 03:26:18,247 INFO Проблема с комментариями к видео Баста - 2 Баста - Baby Boy
logs/API_methods.log 2025-03-05 03:26:18,247 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:18,757 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Раз и Навсегда (Feat. Jamille)
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео Баста - 3 Баста - Любовь без памяти ft. Тати
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео АК-47 Видео-приглашение в Z00
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео 2 Баста - Скит
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео Смоки Мо - Время Тигра Смоки Мо - Я и Мой Кореш Хип-Хоп
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео Словетский Словетский - Морячок
logs/API_methods.log 2025-03-05 03:26:18,877 INFO Проблема с комментариями к видео Пика Пика - Демоны Тумана
logs/API_methods.log 2025-03-05 03:26:18,878 INFO Проблема с комментариями к видео 3 Баста - Кинолента
logs/API_methods.log 2025-03-05 03:26:18,878 INFO Проблема с комментариями к видео ТГК и Смоки-Мо - На работу
logs/API_methods.log 2025-03-05 03:26:18,878 INFO Проблема с комментариями к видео 2 Баста - Чайный Пьяница
logs/API_methods.log 2025-03-05 03:26:18,878 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:19,382 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:19,499 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Время Тигра
logs/API_methods.log 2025-03-05 03:26:19,499 INFO Проблема с комментариями к видео Кравц ft. Словетский, Дядя Серёжа - Всем Своим
logs/API_methods.log 2025-03-05 03:26:19,499 INFO Проблема с комментариями к видео Пика Может ты заметила (исп. МЯО)
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео 3 Баста - Детка ft. Dj Dasha Pushkina
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео Ноггано в Израиле 2011 Видео отчет
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео 2 Баста - Наше Лето (ft. Максим)
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео Пика - Путь Драма
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео 3 Баста - Деньги
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео #ТактикаЗвука - Шестой Выпуск
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Проблема с комментариями к видео Видео приглашение АК47  в г. Минск
logs/API_methods.log 2025-03-05 03:26:19,500 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:20,008 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:20,135 INFO Проблема с комментариями к видео 2 Баста - Ну его на (ft. QП)
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Судьба
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Словетский ft. Daffy - С Ней
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Пика - Move
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео 3 Баста - Hands up!
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео ЯрмаК - Маленькие города (OFFICIAL. EPISODE-2)
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Гуф и TANDEM Foundation - Приглашение на Украинский тур
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео 2 Баста - Мне Нужен Бит
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Время Тигра Смоки Мо - Финальная Встреча
logs/API_methods.log 2025-03-05 03:26:20,136 INFO Проблема с комментариями к видео Словетский - Москва
logs/API_methods.log 2025-03-05 03:26:20,137 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:20,641 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:20,748 INFO Проблема с комментариями к видео 3 Баста - 8800
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео Олег Груз - Я приглашаю Вас в Политех...
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Rock'n'Roll Not Dead
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Rocket U.S.A
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео CD2 Bratia Stereo - MASSA! (ft. Pręstupnîę Družkî)
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео Альбом Тати - Что тебе я сделала
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Lambada (ft. N1NT3ND0, Tati)
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео Альбом Тати - Радуга
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Real Psycho (ft. Tony Tonite)
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Проблема с комментариями к видео Альбом Тати - Шар (ft. Баста / Смоки Мо)
logs/API_methods.log 2025-03-05 03:26:20,749 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:21,258 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео CD2 Bratia Stereo - This Is My Last Party
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео Альбом Тати - Ю
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Clap
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Baby Baby
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео Альбом Тати - Новый День
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Vovremya
logs/API_methods.log 2025-03-05 03:26:21,372 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Look Into Sky
logs/API_methods.log 2025-03-05 03:26:21,373 INFO Проблема с комментариями к видео Альбом Тати - Я или Ты (ft. Баста)
logs/API_methods.log 2025-03-05 03:26:21,373 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Don't Hold Back
logs/API_methods.log 2025-03-05 03:26:21,373 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Get Em Up
logs/API_methods.log 2025-03-05 03:26:21,373 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:21,882 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео Альбом Тати - Девочка в черном
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Everybody Wanna Party
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Got To Be There
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео Альбом Тати - Это Все
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Bratia Music
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Drunk Queen (ft. Leslie)
logs/API_methods.log 2025-03-05 03:26:22,002 INFO Проблема с комментариями к видео Альбом Тати - #БэдЭсХироу
logs/API_methods.log 2025-03-05 03:26:22,003 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Hungry
logs/API_methods.log 2025-03-05 03:26:22,003 INFO Проблема с комментариями к видео CD1 Bratia Stereo - How U Can Left
logs/API_methods.log 2025-03-05 03:26:22,003 INFO Проблема с комментариями к видео Альбом Тати - Колесо
logs/API_methods.log 2025-03-05 03:26:22,003 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:26:22,505 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео Первый Ноггано - Оп, Давай - Давай (ft. QП)
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео Bratia Stereo - Ayayay (ft. Tony Tonite)
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео CD2 Bratia Stereo - Illusion
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео CD1 Bratia Stereo - Ding Dong
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео Альбом Тати - Луна
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео Первый Ноггано - Дурка
logs/API_methods.log 2025-03-05 03:26:22,628 INFO Проблема с комментариями к видео Bratia Stereo - Ayayay (ft. Tony Tonite)
