web-scraper-order,web-scraper-start-url,show,show-href,title,channel,views,comments,ad_links,ad_links-href
"1740706239-339","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","39:27","https://vkvideo.ru/video-211437014_456245789?t=0h39m27s"
"1740706239-340","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","40:30","https://vkvideo.ru/video-211437014_456245789?t=0h40m30s"
"1740706239-341","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","40:52","https://vkvideo.ru/video-211437014_456245789?t=0h40m52s"
"1740706239-342","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","41:06","https://vkvideo.ru/video-211437014_456245789?t=0h41m6s"
"1740706239-343","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","41:28","https://vkvideo.ru/video-211437014_456245789?t=0h41m28s"
"1740706239-344","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","42:18","https://vkvideo.ru/video-211437014_456245789?t=0h42m18s"
"1740706239-345","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","42:26","https://vkvideo.ru/video-211437014_456245789?t=0h42m26s"
"1740706239-346","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","42:38","https://vkvideo.ru/video-211437014_456245789?t=0h42m38s"
"1740706239-347","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","42:51","https://vkvideo.ru/video-211437014_456245789?t=0h42m51s"
"1740706239-348","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","43:11","https://vkvideo.ru/video-211437014_456245789?t=0h43m11s"
"1740706239-349","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","43:27","https://vkvideo.ru/video-211437014_456245789?t=0h43m27s"
"1740706239-350","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","43:41","https://vkvideo.ru/video-211437014_456245789?t=0h43m41s"
"1740706239-351","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","44:01","https://vkvideo.ru/video-211437014_456245789?t=0h44m1s"
"1740706239-352","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","44:12","https://vkvideo.ru/video-211437014_456245789?t=0h44m12s"
"1740706239-353","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","44:28","https://vkvideo.ru/video-211437014_456245789?t=0h44m28s"
"1740706239-354","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","44:46","https://vkvideo.ru/video-211437014_456245789?t=0h44m46s"
"1740706239-355","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","45:09","https://vkvideo.ru/video-211437014_456245789?t=0h45m9s"
"1740706239-356","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","45:17","https://vkvideo.ru/video-211437014_456245789?t=0h45m17s"
"1740706239-357","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","45:34","https://vkvideo.ru/video-211437014_456245789?t=0h45m34s"
"1740706239-358","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","45:47","https://vkvideo.ru/video-211437014_456245789?t=0h45m47s"
"1740706239-359","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","46:02","https://vkvideo.ru/video-211437014_456245789?t=0h46m2s"
"1740706239-360","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","46:11","https://vkvideo.ru/video-211437014_456245789?t=0h46m11s"
"1740706239-361","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","46:41","https://vkvideo.ru/video-211437014_456245789?t=0h46m41s"
"1740706239-362","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","47:01","https://vkvideo.ru/video-211437014_456245789?t=0h47m1s"
"1740706239-363","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","47:12","https://vkvideo.ru/video-211437014_456245789?t=0h47m12s"
"1740706239-364","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","47:28","https://vkvideo.ru/video-211437014_456245789?t=0h47m28s"
"1740706239-365","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","47:44","https://vkvideo.ru/video-211437014_456245789?t=0h47m44s"
"1740706239-366","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","48:35","https://vkvideo.ru/video-211437014_456245789?t=0h48m35s"
"1740706239-367","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","48:49","https://vkvideo.ru/video-211437014_456245789?t=0h48m49s"
"1740706239-368","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","49:10","https://vkvideo.ru/video-211437014_456245789?t=0h49m10s"
"1740706239-369","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","49:31","https://vkvideo.ru/video-211437014_456245789?t=0h49m31s"
"1740706239-370","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","50:28","https://vkvideo.ru/video-211437014_456245789?t=0h50m28s"
"1740706239-371","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","50:52","https://vkvideo.ru/video-211437014_456245789?t=0h50m52s"
"1740706239-372","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","51:37","https://vkvideo.ru/video-211437014_456245789?t=0h51m37s"
"1740706239-373","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","51:52","https://vkvideo.ru/video-211437014_456245789?t=0h51m52s"
"1740706239-374","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","52:04","https://vkvideo.ru/video-211437014_456245789?t=0h52m4s"
"1740706239-375","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","52:34","https://vkvideo.ru/video-211437014_456245789?t=0h52m34s"
"1740706239-376","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://store.artlebedev.ru/made/balansus/#182225","https://vkvideo.ru/away.php?to=https%3A%2F%2Fstore.artlebedev.ru%2Fmade%2Fbalansus%2F%23182225&cc_key="
"1740706239-377","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://store.artlebedev.ru/made/kalligrafia-dlya-vse..","https://vkvideo.ru/away.php?to=https%3A%2F%2Fstore.artlebedev.ru%2Fmade%2Fkalligrafia-dlya-vsekh-2023%2F&cc_key="
"1740706239-378","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://store.artlebedev.ru/made/cheholus/#183548","https://vkvideo.ru/away.php?to=https%3A%2F%2Fstore.artlebedev.ru%2Fmade%2Fcheholus%2F%23183548&cc_key="
"1740706239-379","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://store.artlebedev.ru/made/skotchus-e-e-e-e/","https://vkvideo.ru/away.php?to=https%3A%2F%2Fstore.artlebedev.ru%2Fmade%2Fskotchus-e-e-e-e%2F&cc_key="
"1740706239-380","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://ironov.artlebedev.ru/ru","https://vkvideo.ru/away.php?to=https%3A%2F%2Fironov.artlebedev.ru%2Fru&cc_key="
"1740706239-381","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://zhurnalus.artlebedev.ru/","https://vkvideo.ru/away.php?to=https%3A%2F%2Fzhurnalus.artlebedev.ru%2F&cc_key="
"1740706239-382","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://www.tema.ru/start","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.tema.ru%2Fstart&cc_key="
"1740706239-383","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://www.artlebedev.ru","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.artlebedev.ru&cc_key="
"1740706239-384","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://vk.com/temalebedev","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Ftemalebedev&cc_key="
"1740706239-385","https://vkvideo.ru/trends","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","https://vkvideo.ru/video-211437014_456245789","№ 595 Трамп обвиняет Зеленского / Санкции против Галустяна / Перепись воробьев","Артемий Лебедев","1,3 млн просмотров·2 дня назад","","https://t.me/te","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Fte&cc_key="
"1740706244-386","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","Баста это не твой уровень","",""
"1740706244-387","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","Какое","",""
"1740706244-388","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","Дмитрий, я про типа в очках и серой рубашке.","",""
"1740706244-389","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://alfa.me/vb25","https://vkvideo.ru/away.php?to=https%3A%2F%2Falfa.me%2Fvb25&cc_key="
"1740706244-390","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://clck.ru/3F8KDW","https://vkvideo.ru/away.php?to=https%3A%2F%2Fclck.ru%2F3F8KDW&cc_key="
"1740706244-391","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://auto.ru/s/SC5HlH","https://vkvideo.ru/away.php?to=https%3A%2F%2Fauto.ru%2Fs%2FSC5HlH&cc_key="
"1740706244-392","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://clck.ru/3GW5gG","https://vkvideo.ru/away.php?to=https%3A%2F%2Fclck.ru%2F3GW5gG&cc_key="
"1740706244-393","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","#ВопросРебром","https://vkvideo.ru/video?q=%23%D0%92%D0%BE%D0%BF%D1%80%D0%BE%D1%81%D0%A0%D0%B5%D0%B1%D1%80%D0%BE%D0%BC"
"1740706244-394","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://bit.ly/bastaluzhniki2025","https://vkvideo.ru/away.php?to=https%3A%2F%2Fbit.ly%2Fbastaluzhniki2025&cc_key="
"1740706244-395","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://t.me/academeg_true_original","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Facademeg_true_original&cc_key="
"1740706244-396","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","http://vk.com/AcademeG","https://vkvideo.ru/away.php?to=http%3A%2F%2Fvk.com%2FAcademeG&cc_key="
"1740706244-397","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://www.youtube.com/@UC0lT9K8Wfuc1KPqm6YjRf1A","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.youtube.com%2F%40UC0lT9K8Wfuc1KPqm6YjRf1A&cc_key="
"1740706244-398","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://t.me/nogganobasta","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Fnogganobasta&cc_key="
"1740706244-399","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://vk.com/basta","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fbasta&cc_key="
"1740706244-400","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://www.tiktok.com/@bastaakanoggano","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.tiktok.com%2F%40bastaakanoggano&cc_key="
"1740706244-401","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://t.me/gazlive","https://vkvideo.ru/away.php?to=https%3A%2F%2Ft.me%2Fgazlive&cc_key="
"1740706244-402","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://vk.com/gaz","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fgaz&cc_key="
"1740706244-403","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://www.youtube.com/@UCthfjHehYgSyhf8ONjzJMUw","https://vkvideo.ru/away.php?to=https%3A%2F%2Fwww.youtube.com%2F%40UCthfjHehYgSyhf8ONjzJMUw&cc_key="
"1740706244-404","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","http://gaz.team","https://vkvideo.ru/away.php?to=http%3A%2F%2Fgaz.team&cc_key="
"1740706244-405","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://vk.com/frankbybasta","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Ffrankbybasta&cc_key="
"1740706244-406","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","https://vk.com/gorillabybastamoscow","https://vkvideo.ru/away.php?to=https%3A%2F%2Fvk.com%2Fgorillabybastamoscow&cc_key="
"1740706244-407","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:00:00","https://vkvideo.ru/video-1415705_456250492?t=0h0m0s"
"1740706244-408","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:00:47","https://vkvideo.ru/video-1415705_456250492?t=0h0m47s"
"1740706244-409","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:04:09","https://vkvideo.ru/video-1415705_456250492?t=0h4m9s"
"1740706244-410","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:07:26","https://vkvideo.ru/video-1415705_456250492?t=0h7m26s"
"1740706244-411","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:08:40","https://vkvideo.ru/video-1415705_456250492?t=0h8m40s"
"1740706244-412","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:10:23","https://vkvideo.ru/video-1415705_456250492?t=0h10m23s"
"1740706244-413","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:12:09","https://vkvideo.ru/video-1415705_456250492?t=0h12m9s"
"1740706244-414","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:14:21","https://vkvideo.ru/video-1415705_456250492?t=0h14m21s"
"1740706244-415","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:15:45","https://vkvideo.ru/video-1415705_456250492?t=0h15m45s"
"1740706244-416","https://vkvideo.ru/trends","Вопрос Ребром — AcademeG","https://vkvideo.ru/video-1415705_456250492","Вопрос Ребром — AcademeG","GAZ","1,6 млн просмотров·2 дня назад","","00:16:49","https://vkvideo.ru/video-1415705_456250492?t=0h16m49s"
